Original,Furigana,English,JLPT Level,Korean
内科,ないか,"internist clinic, internal medicine",N2,"내과, 내과"
内線,ないせん,phone extension,N2,내선 번호
ナイロン,ナイロン,nylon,N2,나일론
長～,なが～,long ~,N2,길다 ~
仲直り,なかなおり,"reconciliation, make peace with",N2,"화해하다, 화해하다"
長引く,ながびく,"to be prolonged, to drag on",N2,"연장하다, 끌다"
中身,なかみ,"contents, interior, filling substance, content",N2,"내용물, 내장, 충전재, 내용물"
中指,なかゆび,middle finger,N2,가운데 손가락
仲良し,なかよし,"intimate friend, bosom buddy",N2,"친밀한 친구, 가슴 친구"
慰める,なぐさめる,"to comfort, to console",N2,"위로하다, 위로하다"
殴る,なぐる,"to strike, to hit, to beat, to punch",N2,"때리다, 때리다, 때리다, 때리다, 때리다"
為す,なす,"to accomplish, to do",N2,"성취하다, ~을 하다"
謎謎,なぞなぞ,riddle,N2,수수께끼
傾らか,なだらか,"gradual, gentle",N2,"점진적인, 온화한"
懐かしい,なつかしい,"dear, desired, missed",N2,"친애하는, 원하는, 놓친"
撫でる,なでる,"to brush gently, to stroke",N2,"부드럽게 쓰다듬다, 쓰다듬다"
斜め,ななめ,"diagonal, oblique",N2,"대각선, 비스듬한"
なにしろ,なにしろ,"at any rate, in any case",N2,"어쨌든, 어쨌든"
何しろ,なにしろ,"in any case, at any rate, anyhow, anyway, as you know, for you see, particularly",N2,"어쨌든, 어쨌든, 어쨌든, 당신도 알고 있듯이, 특히,"
何々,なになに,"such and such, What?",N2,"뭐, 뭐?"
何分,なにぶん,"by all means, please",N2,꼭 부탁드립니다
生意気,なまいき,"impertinent, impudent",N2,"무례한, 뻔뻔한"
生意気な,なまいきな,"impertinent, saucy, cheeky, impudent, audacious, cocky, pert, brash",N2,"무례한, 건방진, 건방진, 뻔뻔스러운, 대담한, 건방진, 건방진, 뻔뻔스러운"
並木,なみき,"roadside tree, row of trees",N2,"가로수, 가로수"
倣う,ならう,"to imitate, to follow, to emulate",N2,"모방하다, 따르다, 모방하다"
生る,なる,to bear fruit,N2,열매를 맺다
南極,なんきょく,"south pole, Antarctic",N2,"남극, 남극"
なんとなく,なんとなく,"somehow or other, for some reason or another",N2,"어찌됐든, 어떤 이유로든"
なんとも,なんとも,"nothing (with neg. verb), quite, not a bit",N2,"아무것도 (부정 동사 포함), 꽤, 조금도"
何とも,なんとも,"really, very, extremely, terribly, awfully (not) anything, (not) at all, (not) a bit",N2,"정말, 매우, 극도로, 끔찍하게, 끔찍하게 (아님) 아무것도, (아님) 전혀, (아님) 조금"
ナンバー,ナンバー,number,N2,숫자
南米,なんべい,South America,N2,남아메리카
南北,なんぼく,south and north,N2,남쪽과 북쪽
匂う,におう,"to be fragrant, to smell",N2,"향기가 나다, 냄새가 나다"
逃がす,にがす,"to let loose, to set free, to let escape",N2,"자유롭게 하다, 자유롭게 하다, 도망가게 하다"
憎い,にくい,"hateful, abominable, detestable",N2,"혐오스러운, 혐오스러운, 혐오스러운"
憎む,にくむ,"to hate, to detest",N2,"미워하다, 싫어하다"
憎らしい,にくらしい,"odious, hateful",N2,"혐오스러운, 증오스러운"
にこにこ,にこにこ,"smile sweetly, smiley",N2,"상냥하게 웃어, 스마일"
濁る,にごる,"to become muddy, to get cloudy",N2,"탁해지다, 흐려지다"
虹,にじ,rainbow,N2,무지개
日時,にちじ,date and time,N2,날짜와 시간
日用品,にちようひん,daily necessities,N2,일용품
日課,にっか,"daily work, daily routine",N2,"매일의 일, 일상"
日程,にってい,schedule,N2,일정
鈍い,にぶい,"dull (e.g., a knife), thickheaded, slow (opposite of fast), stupid",N2,"둔한 (예: 칼), 둔감한, 느린 (빠른 것과 반대), 멍청한"
入社,にゅうしゃ,entry to a company,N2,회사에 입사하다
女房,にょうぼう,wife,N2,부인
睨む,にらむ,"to glare at, to stare; to keep an eye on",N2,눈부시게 쳐다보다; 계속 지켜보기 위해
煮る,にる,"to boil, to simmer, to stew, seethe",N2,"끓이다, 끓이다, 찌다, 끓이다"
俄,にわか,"sudden, abrupt, unexpected",N2,"갑작스러운, 갑작스러운, 예상치 못한"
縫う,ぬう,to sew,N2,바느질하다
ねじ,ねじ,(a) screw,N2,(a) 나사
捩る,ねじる,to twist,N2,비틀다
ネックレス,ネックレス,necklace,N2,목걸이
熱する,ねっする,to heat,N2,가열하다
寝間着,ねまき,"sleep-wear, pajamas",N2,"잠옷, 잠옷"
寝巻,ねまき,"sleep-wear, pajamas",N2,"잠옷, 잠옷"
狙い,ねらい,aim,N2,목표
狙う,ねらう,to aim at,N2,목표로하다
年度,ねんど,"year, fiscal year",N2,"연도, 회계연도"
農産物,のうさんぶつ,agricultural produce,N2,농산물
農村,のうそん,agricultural community,N2,농업 공동체
濃度,のうど,"concentration, density",N2,"농도, 밀도"
農薬,のうやく,agricultural chemicals,N2,농약
能率,のうりつ,efficiency,N2,능률
のこぎり,のこぎり,saw,N2,봤다
残らず,のこらず,"completely, without exception",N2,예외없이 완전히
上り,のぼり,"up-train (going to Tokyo), ascent",N2,"상향 열차(도쿄행), 상승"
糊,のり,"glue, paste, starch",N2,"풀, 페이스트, 전분"
乗換,のりかえ,"a transfer (e.g., trains, buses)",N2,"환승(예: 기차, 버스)"
乗り換え,のりかえ,"(n) transfer (trains, buses, etc.)",N2,"(n) 환승(기차, 버스 등)"
乗り越し,のりこし,riding past (one's station),N2,(자신의 역)을 타고 지나가다
鈍い,のろい,"dull (e.g., a knife), slow (opposite of fast), stupid",N2,"둔한(예: 칼), 느린(빠른 것과 반대), 멍청한"
のろのろ,のろのろ,"slowly, sluggishly",N2,"천천히, 느리게"
呑気,のんき,"carefree, optimistic, careless",N2,"평온한, 낙천적인, 부주의한"
はい (かん),はい (かん),yes,N2,예
灰色,はいいろ,"grey, ashen",N2,"회색, 잿빛"
俳句,はいく,haiku poetry,N2,하이쿠 시
売店,ばいてん,"shop, stand",N2,"쇼핑하다, 서다"
バイバイ,バイバイ,bye bye,N2,안녕
売買,ばいばい,"trade, buying and selling",N2,"무역, 구매 및 판매"
這う,はう,"to creep, to crawl",N2,"기어가다, 기어가다"
剥す,はがす,"to tear off, to peel off, to rip off",N2,"떼어내다, 벗겨내다, 떼어내다"
剥がす,はがす,"to tear off, to peel off, to rip off, to strip off, to skin, to flay, to disrobe, to deprive of, to detach, to disconnect",N2,"벗겨내다, 벗겨내다, 벗겨내다, 벗겨내다, 벗겨내다, 벗겨내다, 벗겨내다, 벗겨내다, 벗겨내다, 떼어내다, 연결을 끊다"
ばからしい,ばからしい,absurd,N2,터무니없는
秤,はかり,"scales, weighing machine",N2,"저울, 계량기"
吐き気,はきけ,"nausea, sickness in the stomach",N2,"메스꺼움, 위장병"
はきはき,はきはき,clearly,N2,분명히
掃く,はく,"to sweep, to brush, to gather up",N2,"쓸어내다, 닦다, 모으다"
歯車,はぐるま,"gear, cog-wheel",N2,"기어, 톱니바퀴"
バケツ,バケツ,"bucket, pail",N2,"양동이, 양동이"
挟まる,はさまる,"to get between, to be caught in",N2,"사이에 끼다, 갇히다"
挟む,はさむ,to pinch; to hold between; to insert,N2,꼬집다; 사이에 붙잡다; 삽입하다
梯子,はしご,"ladder, stairs",N2,"사다리, 계단"
始めに,はじめに,"to begin with, first of all",N2,"우선, 우선"
初めに,はじめに,"to begin with, first of all",N2,"우선, 우선"
はじめまして,はじめまして,"How do you do, I am glad to meet you",N2,"잘 지내세요, 만나서 반가워요"
斜,はす,diagonal,N2,대각선
外れる,はずれる,"to be disconnected, to get out of place, to be off, to be out (e.g., of gear)",N2,"연결이 끊어지다, 제자리에서 벗어나다, 떨어져 나가다, 나가다(예: 장비에서)"
パターン,パターン,pattern,N2,무늬
肌着,はだぎ,underwear,N2,속옷
果して,はたして,"as was expected, really",N2,예상대로 정말
果たして,はたして,"as was expected, just as one thought, sure enough",N2,"역시 예상대로, 생각대로, 당연하지"
鉢,はち,"a bowl, a pot",N2,"그릇, 냄비"
発,はつ,"to depart (e.g., on a plane, train)",N2,출발하다 (예: 비행기나 기차를 타고)
×,ばつ,cross,N2,십자가
発揮,はっき,"exhibition, demonstration, display",N2,"전시, 시연, 전시"
バック,バック,back,N2,뒤쪽에
発想,はっそう,idea; way of thinking (same as 考え方 (かんがえかた)),N2,아이디어; 사고방식
発電,はつでん,"generation (e.g., power)",N2,발전(예: 전력)
発売,はつばい,sale,N2,판매
派手,はで,"showy, loud, flashy, gaudy",N2,"화려한, 시끄러운, 화려한, 화려한"
話合い,はなしあい,"discussion, talk",N2,"토론, 이야기"
話し合い,はなしあい,"discussion, talk, conference",N2,"토론, 이야기, 회의"
話し掛ける,はなしかける,"to accost a person, to talk (to someone)",N2,"사람에게 말을 걸다, (누군가에게) 말을 걸다"
話中,はなしちゅう,"while talking, the line is busy",N2,통화하는 동안 통화 중입니다.
甚だしい,はなはだしい,"extreme, excessive, terrible",N2,"극단적인, 지나친, 끔찍한"
花火,はなび,fireworks,N2,불꽃
花嫁,はなよめ,bride,N2,신부
ばね,ばね,"spring (e.g., coil, leaf)",N2,"스프링(예: 코일, 잎)"
跳ねる,はねる,"to jump, to leap",N2,"뛰어오르다, 도약하다"
破片,はへん,"fragment, broken piece",N2,"파편, 부서진 조각"
歯磨き,はみがき,"toothbrushing, toothpaste",N2,"칫솔질, 치약"
はめる,はめる,"(col) to get in, to insert, to put on",N2,"(col) 들어가다, 삽입하다, 끼우다"
早口,はやくち,fast-talking,N2,말이 빠른
払い込む,はらいこむ,"to deposit, to pay in",N2,"입금하다, 지불하다"
払い戻す,はらいもどす,"to repay, to pay back",N2,"갚다, 갚다"
針金,はりがね,wire,N2,철사
張り切る,はりきる,"to be in high spirits, to be full of vigor",N2,"기분이 좋아지다, 활력이 넘치다"
反～,はん～,"anti ~, counter ~",N2,"안티~, 카운터~"
反映,はんえい,"reflection, influence",N2,"반성, 영향"
半径,はんけい,radius,N2,반지름
判子,はんこ,seal (used for signature),N2,인감(서명에 사용됨)
万歳,ばんざい,"banzai, Long live ~!",N2,"반자이, 만세~!"
判事,はんじ,"judge, justice",N2,"판사, 정의"
反省,はんせい,"reflection, reconsideration",N2,"반성, 재검토"
番地,ばんち,"house number, address",N2,"집 번호, 주소"
パンツ,パンツ,underpants,N2,팬티
バンド,バンド,band,N2,밴드
半島,はんとう,peninsula,N2,반도
ハンドル,ハンドル,"handle, steering wheel",N2,"핸들, 스티어링 휠"
非～,ひ～,"anti~, counter~, an~, non~",N2,"안티~, 카운터~, 안~, 논~"
日当たり,ひあたり,"exposure to the sun, sunny place",N2,"태양에 노출, 햇볕이 잘 드는 장소"
日帰り,ひがえり,day trip,N2,당일치기 여행
比較的,ひかくてき,comparatively; relatively,N2,비교적; 비교적
日陰,ひかげ,shadow,N2,그림자
ぴかぴか,ぴかぴか,"glitter, sparkle",N2,"반짝임, 반짝임"
引受る,ひきうける,"to undertake, to take up, to take over",N2,"맡다, 맡다, 인수하다"
引き返す,ひきかえす,"to turn back, to go back, reverse",N2,"돌아서다, 되돌아가다, 뒤로 돌아가다"
引算,ひきざん,subtraction,N2,빼기
引き出す,ひきだす,"to pull out, to take out, to withdraw",N2,"빼내다, 빼내다, 철수하다"
引き止める,ひきとめる,"to keep back, to prevent, to hold back",N2,"뒤로 물러서다, 막다, 억제하다"
卑怯,ひきょう,"cowardice, meanness, unfairness",N2,"비겁함, 비열함, 불공평함"
引分け,ひきわけ,"a draw (in competition), tie game",N2,"무승부(대회에서), 동점 게임"
引き分け,ひきわけ,"draw (in competition), tie game",N2,"무승부(대회에서), 동점 게임"
陽射,ひざし,"sunlight, rays of the sun",N2,"햇빛, 태양 광선"
日差し,ひざし,sunlight,N2,햇빛
肘,ひじ,elbow,N2,팔꿈치
ピストル,ピストル,pistol,N2,권총
ビタミン,ビタミン,vitamin,N2,비타민
ぴたり,ぴたり,exactly; close-fitting,N2,정확히; 꼭 맞는
引っ掛かる,ひっかかる,"to be caught in, to be stuck in",N2,"갇히다, 갇히다"
筆記,ひっき,"note taking, writing",N2,"메모하기, 쓰기"
引っ繰り返す,ひっくりかえす,"to turn over, to overturn, to knock over",N2,"뒤집다, 뒤집다, 넘어뜨리다"
引っ繰り返る,ひっくりかえる,"to be overturned, to be upset, to topple over, to be reversed",N2,"뒤집히다, 뒤집어지다, 뒤집히다, 뒤집히다"
引っ越し,ひっこし,"moving (dwelling, office, etc.), changing residence",N2,"이사(집, 사무실 등), 거주지 변경"
引っ込む,ひっこむ,"to draw back, to sink, to cave in",N2,"뒤로 물러나다, 가라앉다, 함몰시키다"
筆者,ひっしゃ,"writer, author",N2,"작가, 작가"
必需品,ひつじゅひん,"necessities, essential",N2,"필수품, 필수품"
一～,ひと～,one ~,N2,하나 ~
人差指,ひとさしゆび,index finger,N2,집게손가락
一通り,ひととおり,"general, briefly",N2,"일반적으로, 간략하게"
人通り,ひとどおり,pedestrian traffic,N2,보행자 교통
ひとまず,ひとまず,"for the present, once, for the time being",N2,"현재로서는, 한 번, 당분간"
瞳,ひとみ,pupil (of eye),N2,눈동자(눈의)
一休み,ひとやすみ,a rest,N2,휴식
独り言,ひとりごと,"a soliloquy, a monologue, speaking to oneself",N2,"독백, 독백, 혼잣말"
ひとりでに,ひとりでに,"by itself, automatically, naturally",N2,"저절로, 자동으로, 자연스럽게"
ビニール,ビニール,vinyl,N2,비닐
皮肉,ひにく,"cynicism, sarcasm",N2,"냉소주의, 풍자"
日日,ひにち,date,N2,날짜
日にち,ひにち,"date (of a planned event, act, etc.), day",N2,"날짜(계획된 사건, 행위 등의), 요일"
捻る,ひねる,"to twist, to turn",N2,"비틀다, 돌리다"
日の入り,ひのいり,sunset,N2,일몰
日の出,ひので,sunrise,N2,해돋이
響き,ひびき,"echo, sound",N2,"에코, 소리"
